PCODE,centrallon,centrallat
MX21179,-97.35209,19.13359
MX21180,-98.58532,19.36228
MX21181,-98.34284,19.15650
MX21182,-97.88532,18.85701
MX21183,-97.90981,20.16731
MX21184,-97.83828,20.12982
MX21185,-98.53620,18.68996
MX21186,-97.49935,19.84214
MX21187,-98.04887,20.39983
MX21188,-98.61221,18.92247
MX21189,-97.82120,18.82845
MX21190,-97.84805,18.29154
MX21191,-98.39756,17.97508
MX21192,-97.53058,20.10382
MX21193,-98.04174,18.81620
MX21194,-97.68724,20.50835
MX21195,-97.18206,18.53035
MX21196,-97.94652,18.27825
MX21197,-97.90263,20.32662
MX21198,-98.60058,18.09563
MX21199,-97.35992,19.72254
MX21200,-97.64678,19.84795
MX21201,-98.33696,18.65810
MX21202,-97.65361,19.93889
MX21203,-97.77793,18.69581
MX21204,-97.44248,19.91962
MX21205,-97.67811,18.76752
MX21206,-98.05248,18.58008
MX21207,-97.58127,19.85437
MX21208,-97.99901,19.96492
MX21209,-97.52190,18.27742
MX21210,-97.69261,20.00415
MX21211,-97.56857,19.74726
MX21212,-97.68269,19.71430
MX21213,-97.79830,20.29910
MX21214,-97.22247,18.32744
MX21215,-97.76052,19.97654
MX21216,-97.56685,20.03337
MX21217,-96.97867,18.37711
MX22001,-100.09863,20.17491
MX22002,-99.59269,21.14174
MX22003,-99.63560,21.40924
MX22004,-99.65703,20.79138
MX22005,-100.10057,20.75827
MX22006,-100.44107,20.48544
MX22007,-99.86669,20.64928
MX22008,-100.31421,20.40384
MX22009,-99.33159,21.37457
MX22010,-99.19183,21.25769
MX22011,-100.27862,20.72023
MX22012,-100.17243,20.47196
MX22013,-99.82995,21.09767
MX22014,-100.45271,20.72881
MX22015,-99.52076,20.98267
MX22016,-100.00038,20.36891
MX22017,-99.95256,20.55117
MX22018,-99.93444,20.91796
MX23001,-86.90855,20.44478
MX23002,-88.05738,19.66219
MX23003,-86.99928,21.36915
MX23004,-88.54509,18.70421
MX23005,-87.04697,21.01236
MX23006,-88.81219,19.65116
MX23007,-87.39925,21.05736
MX23008,-87.39782,20.58697
MX23009,-87.66874,20.30847
MX24001,-101.25331,22.45053
MX24002,-99.61950,22.09993
MX24003,-99.11196,21.72362
MX24004,-100.63783,22.26961
MX24005,-99.67599,21.99052
MX24006,-101.05652,23.64550
MX24007,-100.67375,23.93035
MX24008,-100.27734,22.44478
MX24009,-100.77776,22.19248
MX24010,-99.71753,22.43915
MX24011,-100.21158,22.01581
MX24012,-98.95970,21.63166
MX24013,-99.06316,22.10739
MX24014,-98.90583,21.51499
MX24015,-101.12138,23.21914
MX24016,-98.51422,22.20423
MX24017,-100.30371,22.86653
MX24018,-98.98318,21.52601
MX24019,-99.60950,21.61493
MX24020,-100.58727,23.51336
MX24021,-101.15669,22.25904
MX24022,-101.17107,22.73335
MX24023,-99.61681,21.82410
MX24024,-100.03452,21.96193
MX24025,-101.62914,22.79812
MX24026,-98.84154,21.62921
MX24027,-99.89558,21.57615
MX24028,-100.96089,22.27048
MX24029,-98.61950,21.39979
MX24030,-100.45777,22.16951
MX24031,-99.40603,21.58855
MX24032,-100.55423,21.76798
MX24033,-101.68111,23.34962
MX24034,-98.59785,21.79979
MX24035,-100.85513,22.27163
MX24036,-99.35610,21.93315
MX24037,-98.78472,21.24131
MX24038,-98.74574,21.41765
MX24039,-98.77066,21.55458
MX24040,-98.73533,22.09362
MX24041,-98.82610,21.72279
MX24042,-98.66472,21.60729
MX24043,-100.49742,21.66424
MX24044,-100.91406,24.11052
MX24045,-101.09512,22.92514
MX24046,-101.27315,21.96862
MX24047,-100.71757,23.21268
MX24048,-100.75687,23.66492
MX24049,-101.91631,22.93242
MX24050,-100.98154,21.85176
MX24051,-100.67341,22.64076
MX24052,-100.19735,22.28923
MX24053,-98.86921,21.42618
MX24054,-99.02541,21.38589
MX24055,-100.67672,22.00817
MX24056,-100.80439,22.65993
MX24057,-98.83735,21.32933
MX24058,-99.36599,22.49010
MX25001,-109.12890,25.91677
MX25002,-108.13007,25.17916
MX25003,-107.39596,25.59085
MX25004,-105.99179,23.41417
MX25005,-106.79944,24.48148
MX25006,-107.25945,24.66256
MX25007,-108.27704,26.68031
MX25008,-106.84079,24.04366
MX25009,-105.68522,22.72868
MX25010,-108.67900,26.25532
MX25011,-108.53689,25.54206
MX25012,-106.30548,23.46985
MX25013,-107.77959,25.35992
MX25014,-105.80506,23.05637
MX25015,-108.07605,25.41846
MX25016,-106.36995,23.95470
MX25017,-108.11032,25.96879
MX25018,-107.76065,24.73997
MX26001,-110.22237,29.79622
MX26002,-109.19744,31.10442
MX26003,-108.87697,27.05106
MX26004,-111.92492,31.17564
MX26005,-109.05044,28.87281
MX26006,-110.18931,30.41089
MX26007,-111.54490,30.81602
MX26008,-109.08769,29.84534
MX26009,-109.38562,28.89300
MX26010,-108.81975,30.31032
MX26011,-109.97909,30.66971
MX26012,-110.15915,27.74445
MX26013,-110.27327,30.06101
MX26014,-110.11981,29.62462
MX26015,-109.00649,30.61782
MX26016,-111.21141,30.17022
MX26017,-112.53956,30.82473
MX26018,-109.88617,27.79614
MX26019,-110.23532,30.98846
MX26020,-111.07228,29.71958
MX26021,-110.38270,28.72431
MX26022,-110.63058,30.41154
MX26023,-109.80995,30.06740
MX26024,-109.37681,29.61541
MX26025,-110.66871,28.00852
MX26026,-109.68469,27.01575
MX26027,-109.64791,30.84852
MX26028,-109.31238,29.76114
MX26029,-110.62594,28.14473
MX26030,-111.47265,29.02421
MX26031,-108.91534,30.12314
MX26032,-109.38141,29.97551
MX26033,-109.40992,26.65932
MX26034,-110.24517,29.93031
MX26035,-110.74578,30.84734
MX26036,-111.02144,30.73138
MX26037,-110.20964,28.96007
MX26038,-109.72379,29.72856
MX26039,-109.95714,31.22946
MX26040,-108.85201,29.63527
MX26041,-109.47992,30.48674
MX26042,-109.40273,27.07810
MX26043,-111.00256,31.19864
MX26044,-109.49211,28.45730
MX26045,-110.82048,30.02923
MX26046,-111.65535,30.76160
MX26047,-112.09383,29.95209
MX26048,-113.29266,31.52938
MX26049,-109.36487,27.57899
MX26050,-110.54498,29.75353
MX26051,-109.31843,28.03261
MX26052,-108.99410,29.01000
MX26053,-110.32936,29.87643
MX26054,-109.75870,28.60953
MX26055,-114.35121,32.01694
MX26056,-110.79864,29.46302
MX26057,-109.67114,29.26580
MX26058,-111.05899,30.45164
MX26059,-110.54881,31.19202
MX26060,-111.45402,31.28126
MX26061,-109.61169,28.78977
MX26062,-109.88653,28.39163
MX26063,-109.52793,29.47223
MX26064,-111.58157,30.31206
MX26065,-111.40283,30.92133
MX26066,-110.32920,29.34217
MX26067,-109.33383,30.23418
MX26068,-109.97059,29.08681
MX26069,-108.96525,28.41983
MX26070,-112.90886,31.71961
MX26071,-109.83981,27.11302
MX26072,-110.34247,27.36038
MX27001,-91.31173,17.80485
MX27002,-93.64099,18.15714
MX27003,-92.58187,18.36401
MX27004,-92.86133,18.00880
MX27005,-93.33670,18.28693
MX27006,-93.22130,18.07745
MX27007,-91.67578,17.70512
MX27008,-93.70099,17.82586
MX27009,-92.78702,17.76359
MX27010,-93.08388,18.21327
MX27011,-92.14296,18.07775
MX27012,-92.45796,17.84357
MX27013,-92.94866,18.18775
MX27014,-93.21440,18.37864
MX27015,-92.73260,17.52823
MX27016,-92.95238,17.62331
MX27017,-91.29358,17.42639
MX28001,-98.26829,24.13399
MX28002,-98.04096,23.00961
MX28003,-98.08286,22.54211
MX28004,-99.07978,22.56231
MX28005,-98.84646,24.92858
MX28006,-99.87268,23.32680
MX28007,-98.85910,26.18357
MX28008,-98.61642,23.53941
MX28009,-97.82924,22.28036
MX28010,-98.44013,24.62857
MX28011,-99.17852,23.00670
MX28012,-98.55449,22.78643
MX28013,-99.08671,23.88548
MX28014,-99.48297,26.90419
MX28015,-98.64126,26.13630
MX28016,-99.38052,24.19554
MX28017,-99.41266,23.47843
MX28018,-98.52027,24.26228
MX28019,-98.85737,23.27202
MX28020,-99.56443,24.58793
MX28021,-98.83319,22.57185
MX28022,-97.53836,25.66637
MX28023,-98.44004,25.22376
MX28024,-99.25689,26.41508
MX28025,-99.06738,26.23856
MX28026,-99.77391,23.61912
MX28027,-99.67384,27.47578
MX28028,-99.20404,22.50754
MX28029,-99.33586,22.82980
MX28030,-98.84612,24.02261
MX28031,-99.56529,23.27178
MX28032,-98.37336,25.81014
MX28033,-98.03785,25.74438
MX28034,-98.97582,24.47585
MX28035,-98.00384,24.89803
MX28036,-98.76967,24.63196
MX28037,-98.05160,23.76602
MX28038,-97.90166,22.27918
MX28039,-99.77626,22.93989
MX28040,-97.84480,25.70068
MX28041,-99.16665,23.69702
MX28042,-99.36003,24.56059
MX28043,-98.93152,23.00571
MX29001,-98.18152,19.36207
MX29002,-98.19468,19.35150
MX29003,-98.18293,19.54506
MX29004,-97.79266,19.41203
MX29005,-98.12725,19.42326
MX29006,-98.58936,19.56096
MX29007,-97.67432,19.33571
MX29008,-97.76592,19.33219
MX29009,-98.09163,19.34999
MX29010,-98.13111,19.28976
MX29011,-98.23348,19.50609
MX29012,-98.43685,19.44446
MX29013,-97.93643,19.33244
MX29014,-98.34227,19.48821
MX29015,-98.38330,19.35611
MX29016,-97.91135,19.25758
MX29017,-98.16432,19.19175
MX29018,-98.13339,19.31996
MX29019,-98.37922,19.28196
MX29020,-98.45254,19.53306
MX29021,-98.55403,19.49983
MX29022,-98.17052,19.21687
MX29023,-98.33196,19.23331
MX29024,-98.28415,19.35212
MX29025,-98.14036,19.15612
MX29026,-98.13057,19.35294
MX29027,-98.19028,19.15075
MX29028,-98.11630,19.22285
MX29029,-98.22845,19.24707
MX29030,-97.93447,19.48399
MX29031,-98.07635,19.48224
MX29032,-98.28744,19.23389
MX29033,-98.23666,19.30953
MX29034,-98.17702,19.62013
MX29035,-98.01615,19.38884
MX29036,-98.24856,19.33614
MX29037,-97.92674,19.21168
MX29038,-98.08523,19.38072
MX29039,-98.02915,19.41617
MX29040,-98.23956,19.43020
MX29041,-98.19723,19.17226
MX29042,-98.24134,19.17119
MX29043,-98.17791,19.40224
MX29044,-98.26038,19.19385
MX29045,-98.40914,19.59513
MX29046,-97.92597,19.56378
MX29047,-97.99078,19.53329
MX29048,-98.19141,19.27806
MX29049,-98.29850,19.28618
MX29050,-98.08404,19.25711
MX29051,-98.26414,19.24815
MX29052,-98.04931,19.32361
MX29053,-98.25406,19.23471
MX29054,-98.26105,19.21722
MX29055,-98.25556,19.49125
MX29056,-98.33322,19.29701
MX29057,-98.31345,19.24593
MX29058,-98.21641,19.19342
MX29059,-98.20459,19.21124
MX29060,-98.20658,19.26246
MX30001,-97.04423,19.56471
MX30002,-96.84018,19.69171
MX30003,-95.03261,18.03668
MX30004,-96.52893,19.54610
MX30005,-95.80048,18.55172
MX30006,-97.27642,18.71615
MX30007,-96.56902,19.01088
MX30008,-97.13568,19.09773
MX30009,-96.58350,19.71769
MX30010,-97.12733,19.77627
MX30011,-95.85520,18.80834
MX30012,-95.68884,18.43159
MX30013,-97.68539,21.31317
MX30014,-96.87617,18.85975
MX30015,-95.39233,18.60202
MX30016,-96.30922,19.30992
MX30017,-96.67004,19.33823
MX30018,-97.32424,18.78889
MX30019,-97.10034,18.56176
MX30020,-97.10793,18.67911
MX30021,-96.79654,18.92793
MX30022,-97.07789,18.94433
MX30023,-97.11576,19.90813
MX30024,-96.82480,19.28846
MX30025,-97.18310,19.40240
MX30026,-96.94294,19.58679
MX30027,-98.17863,20.81924
MX30028,-96.12146,19.11722
MX30029,-97.17827,19.11327
MX30030,-97.16340,18.79043
MX30031,-96.58192,18.81662
MX30032,-95.02593,18.43308
MX30033,-97.28619,20.71429
MX30034,-97.76923,21.18737
MX30035,-97.88876,21.34277
MX30036,-96.94980,19.67621
MX30037,-97.70580,20.26912
MX30038,-96.93055,19.44755
MX30039,-94.39161,18.13218
MX30040,-97.53741,20.42746
MX30041,-96.92152,18.77541
MX30042,-96.70518,19.93352
MX30043,-96.68554,19.13917
MX30044,-96.93846,18.93237
MX30045,-95.97281,18.30282
MX30046,-96.96714,19.33145
MX30047,-97.08947,19.05332
MX30048,-94.57080,18.01503
MX30049,-96.36619,18.86269
MX30050,-97.55030,20.21463
MX30051,-97.66568,20.33842
MX30052,-96.82091,18.76756
MX30053,-96.65952,18.77630
MX30054,-95.80661,18.21242
MX30055,-98.33702,21.19658
MX30056,-98.46718,21.25380
MX30057,-96.77459,19.75440
MX30058,-98.04062,21.00325
MX30059,-94.70118,18.05983
MX30060,-97.66898,21.37645
MX30061,-93.95669,17.53545
MX30062,-97.03953,19.00061
MX30063,-97.97834,21.38622
MX30064,-97.58507,20.22281
MX30065,-96.73144,19.44001
MX30066,-97.49682,20.27593
MX30067,-97.69908,20.20528
MX30068,-96.99007,18.90215
MX30069,-97.10966,20.44649
MX30070,-94.62022,17.55320
MX30071,-96.93977,19.13680
MX30072,-98.46760,20.51771
MX30073,-95.15482,18.19711
MX30074,-97.13310,18.81731
MX30075,-95.96549,18.66871
MX30076,-98.42648,20.78128
MX30077,-95.55840,18.08215
MX30078,-98.02100,21.23860
MX30079,-97.09227,19.36557
MX30080,-96.93083,19.03740
MX30081,-97.16659,18.88989
MX30082,-94.39446,17.98540
MX30083,-98.00998,20.72305
MX30084,-95.88302,18.47232
MX30085,-97.02901,18.85057
MX30086,-97.29189,19.76472
MX30087,-96.88834,19.54387
MX30088,-96.75580,19.33953
MX30089,-94.71573,17.87157
MX30090,-96.25323,18.99968
MX30091,-94.90483,17.41817
MX30092,-97.05834,19.44782
MX30093,-96.91648,19.61119
MX30094,-95.36585,17.98154
MX30095,-96.66164,19.81894
MX30096,-96.85384,19.74402
MX30097,-95.50059,18.65659
MX30098,-97.04619,18.76721
MX30099,-97.26566,18.83653
MX30100,-96.33945,19.10487
MX30101,-97.18385,18.93297
MX30102,-97.05103,20.13355
MX30103,-97.65262,20.20801
MX30104,-94.81604,18.28919
MX30105,-96.16193,18.98825
MX30106,-96.88145,19.72404
MX30107,-97.14990,19.70387
MX30108,-94.38868,17.70823
MX30109,-96.88544,19.96259
MX30110,-96.97677,18.59166
MX30111,-94.28574,17.98267
MX30112,-96.84099,19.63328
MX30113,-96.95706,18.79489
MX30114,-96.79336,20.10668
MX30115,-97.19900,18.82536
MX30116,-94.89165,17.90322
MX30117,-96.70320,18.71203
MX30118,-97.10481,18.85586
MX30119,-96.03381,18.16600
MX30120,-94.67362,17.98880
MX30121,-97.90182,21.72421
MX30122,-94.67887,18.20357
MX30123,-98.25653,22.11394
MX30124,-97.28636,20.41087
MX30125,-96.66301,18.94270
MX30126,-96.45005,19.24637
MX30127,-97.19235,18.98970
MX30128,-97.27890,19.52844
MX30129,-98.37572,21.29478
MX30130,-95.64517,17.76700
MX30131,-97.43847,20.53005
MX30132,-97.09478,19.62228
MX30133,-97.92576,22.15684
MX30134,-96.56567,19.30133
MX30135,-97.09560,18.80293
MX30136,-96.98483,19.59959
MX30137,-97.04344,18.67398
MX30138,-97.15092,18.84450
MX30139,-95.52137,18.56197
MX30140,-97.09302,18.77226
MX30141,-95.22223,18.46716
MX30142,-95.16202,17.76598
MX30143,-95.39983,18.39932
MX30144,-94.94590,17.72470
MX30145,-94.83465,18.00249
MX30146,-96.92232,19.17321
MX30147,-97.18624,18.70690
MX30148,-96.45318,19.04892
MX30149,-94.90080,18.23698
MX30150,-97.67154,21.49954
MX30151,-97.50691,21.28402
MX30152,-97.77654,21.92925
MX30153,-97.77894,21.26297
MX30154,-97.75595,21.42696
MX30155,-98.17126,21.38897
MX30156,-97.08419,19.71157
MX30157,-97.66909,20.73194
MX30158,-97.02613,20.38553
MX30159,-97.05242,18.52987
MX30160,-97.71073,20.97132
MX30161,-98.38161,21.56885
MX30162,-96.84099,19.26030
MX30163,-96.93921,19.81451
MX30164,-96.94157,19.37380
MX30165,-96.85321,19.04498
MX30166,-96.77330,19.66861
MX30167,-97.86306,21.14866
MX30168,-97.04434,18.73680
MX30169,-95.70209,18.11412
MX30170,-98.30879,20.62421
MX30171,-97.03206,18.61900
MX30172,-94.79759,17.78620
MX30173,-96.77611,18.57975
MX30174,-96.28766,18.55005
MX30175,-97.53020,20.66040
MX30176,-95.94598,18.19550
MX30177,-97.00468,19.70186
MX30178,-95.62204,18.53089
MX30179,-96.78128,19.18329
MX30180,-98.18534,20.61155
MX30181,-96.16952,18.75498
MX30182,-96.98304,19.54111
MX30183,-97.17443,20.02357
MX30184,-97.10487,18.60941
MX30185,-97.07733,18.79440
MX30186,-96.99685,19.02186
MX30187,-96.92141,19.72353
MX30188,-96.89706,19.22619
MX30189,-97.41282,20.93350
MX30190,-95.87995,18.18746
MX30191,-96.38839,19.43770
MX30192,-96.63435,19.97644
MX30193,-96.22220,19.18560
MX30194,-97.20293,19.65195
MX30195,-97.16358,18.63267
MX30196,-96.79964,18.82647
MX30197,-96.77342,19.84817
MX30198,-98.34407,20.49544
MX30199,-94.63868,17.95048
MX30200,-96.73383,19.06717
MX30201,-96.92549,18.64926
MX30202,-98.30312,20.73433
MX30203,-97.55857,20.13394
MX30204,-94.16172,18.08406
MX30205,-98.41892,21.74927
MX30206,-94.39005,18.06226
MX30207,-96.16828,18.30310
MX30208,-95.71873,18.32644
MX30209,-94.78739,18.36833
MX30210,-94.35586,17.27687
MX30211,-96.91602,20.21723
MX30212,-95.66494,17.62510
MX31001,-89.65038,20.65520
MX31002,-89.44744,20.82449
MX31003,-89.34838,20.26206
MX31004,-89.39941,21.13446
MX31005,-89.17564,21.00051
MX31006,-88.64962,21.22177
MX31007,-89.25129,20.98026
MX31008,-88.12445,21.01412
MX31009,-89.07320,21.16574
MX31010,-89.04935,20.42533
MX31011,-90.27804,20.88822
MX31012,-88.58078,21.03071
MX31013,-89.51377,21.08211
MX31014,-88.34806,20.62402
MX31015,-89.34528,20.71915
MX31016,-89.01828,20.19371
MX31017,-88.56928,20.49656
MX31018,-89.48608,20.49854
MX31019,-87.82449,20.76025
MX31020,-89.52674,21.15073
MX31021,-88.18155,20.43709
MX31022,-88.52659,20.27386
MX31023,-89.84873,20.73000
MX31024,-89.28073,20.47147
MX31025,-89.44465,20.40216
MX31026,-89.34249,21.25592
MX31027,-89.02506,21.29136
MX31028,-88.66838,21.43277
MX31029,-88.73537,21.33178
MX31030,-88.53360,20.83547
MX31031,-88.83979,21.08422
MX31032,-88.35708,21.02121
MX31033,-90.21682,20.56534
MX31034,-89.24554,20.80753
MX31035,-89.15922,20.87602
MX31036,-89.25207,20.68104
MX31037,-89.13151,20.69581
MX31038,-89.98446,21.07011
MX31039,-89.47349,21.23770
MX31040,-88.98681,20.91568
MX31041,-89.53692,20.91854
MX31042,-88.98354,20.75982
MX31043,-88.43751,20.59963
MX31044,-90.05088,20.85177
MX31045,-89.89896,20.64155
MX31046,-89.38335,20.50261
MX31047,-89.36899,20.38397
MX31048,-90.06973,20.62194
MX31049,-89.18591,20.49116
MX31050,-89.63953,20.98407
MX31051,-89.45420,21.13243
MX31052,-89.27802,21.14383
MX31053,-89.73825,20.45329
MX31054,-89.32380,21.05104
MX31055,-89.84671,20.55128
MX31056,-89.52254,20.14717
MX31057,-88.30880,21.35378
MX31058,-88.82792,20.07749
MX31059,-89.66432,21.22910
MX31060,-88.63583,20.84269
MX31061,-88.08285,21.54549
MX31062,-89.61902,20.52877
MX31063,-89.91775,20.84075
MX31064,-89.21019,20.76412
MX31065,-88.31610,21.49237
MX31066,-89.72648,20.26830
MX31067,-89.37086,20.84100
MX31068,-89.19866,21.27040
MX31069,-88.98803,20.60746
MX31070,-88.37184,21.20966
MX31071,-88.88921,20.80484
MX31072,-89.15125,21.10419
MX31073,-88.90469,20.24778
MX31074,-89.28563,20.89468
MX31075,-89.22147,20.37731
MX31076,-89.45734,20.66169
MX31077,-88.84829,21.02193
MX31078,-89.10193,21.00616
MX31079,-89.30075,19.93223
MX31080,-89.27298,20.57079
MX31081,-88.39581,20.49303
MX31082,-89.25571,21.21748
MX31083,-89.27733,21.31290
MX31084,-88.87354,21.16703
MX31085,-88.06446,20.89859
MX31086,-89.00248,21.06803
MX31087,-90.05809,20.95620
MX31088,-89.06610,21.06564
MX31089,-89.56129,20.36039
MX31090,-89.53564,20.76612
MX31091,-88.50840,20.72663
MX31092,-88.32315,20.39167
MX31093,-89.37604,20.97874
MX31094,-89.08695,20.24682
MX31095,-89.46455,20.96347
MX31096,-87.84799,21.25706
MX31097,-88.74681,20.88623
MX31098,-89.04679,19.93804
MX31099,-88.36236,20.78006
MX31100,-89.77989,21.06296
MX31101,-89.76543,20.85247
MX31102,-88.10839,20.63837
MX31103,-89.12383,20.80520
MX31104,-88.76971,20.48064
MX31105,-89.44382,21.05726
MX31106,-89.12039,21.28818
MX32001,-103.07381,21.47235
MX32002,-102.69188,21.46699
MX32003,-103.44658,21.78651
MX32004,-103.58180,21.49563
MX32005,-102.74682,22.95690
MX32006,-102.73261,23.57733
MX32007,-101.24128,24.45323
MX32008,-102.39019,22.44873
MX32009,-103.91039,23.41807
MX32010,-102.99594,23.23683
MX32011,-103.50320,21.21692
MX32012,-102.55919,22.47795
MX32013,-102.78785,23.01550
MX32014,-102.81160,24.13745
MX32015,-103.05009,21.99905
MX32016,-102.11998,22.69016
MX32017,-102.40763,22.78020
MX32018,-102.92786,21.77208
MX32019,-102.99829,21.62368
MX32020,-102.99197,22.72548
MX32021,-103.95333,23.17521
MX32022,-103.30318,24.29427
MX32023,-103.12408,21.37671
MX32024,-101.95881,22.28458
MX32025,-102.22556,22.43430
MX32026,-101.92280,24.35192
MX32027,-101.99995,24.91536
MX32028,-103.33376,21.19455
MX32029,-103.48838,24.11737
MX32030,-103.24809,21.93903
MX32031,-103.46188,22.37506
MX32032,-102.67288,22.85246
MX32033,-103.16431,21.19863
MX32034,-102.85951,21.41740
MX32035,-101.91555,22.39670
MX32036,-102.21644,22.56838
MX32037,-102.47571,22.99132
MX32038,-101.52880,22.26902
MX32039,-103.03186,23.78296
MX32040,-103.23993,23.56320
MX32041,-100.90471,24.44966
MX32042,-103.61478,23.64016
MX32043,-103.19398,22.63130
MX32044,-102.93311,21.93434
MX32045,-103.35673,21.62446
MX32046,-103.13684,22.44411
MX32047,-103.45325,21.36371
MX32048,-103.22719,21.78479
MX32049,-103.75282,22.77900
MX32050,-102.48264,22.84806
MX32051,-102.17637,23.60484
MX32052,-101.89236,22.12966
MX32053,-101.95373,22.55187
MX32054,-101.71432,22.40736
MX32055,-102.85151,22.29827
MX32056,-102.67808,22.73573
MX32057,-102.31200,22.75563
MX32058,-103.34390,21.52254
